model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,intent_recovery_redistributed,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,passed_quirk_families,duration_s,raw_tokens,estimated_usd,started_at,finished_at,solver_cli_version,evidence_sha256
gpt55,high,legacy-qlite-store-parity,legacy-qlite-store-parity-2d7cefc5,81.2240,84.4744,88.89,80.12,100.00,65.0568,62.5000,71.8750,False,58.3333,45.8333,70.8333,68.7500,66.6667,62.5000,70.8333,75.0000,8,573.753,1383744,1.983751,2026-09-11T06:51:25.153335+00:00,2026-09-11T07:00:58.913490+00:00,codex-cli 0.153.4,a8b086fd972d224a9fcd37feffd5c7d7c097ea7542cfc673b76a1bfc2fcb0f6b
gpt55,high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-fe1ff498,73.9413,79.3594,87.50,75.78,100.00,46.2121,44.7917,50.0000,False,47.9167,37.5000,58.3333,50.0000,41.6667,37.5000,45.8333,50.0000,7,3615.8,21759948,17.315110,2026-09-11T08:26:53.314834+00:00,2026-09-11T09:27:09.139767+00:00,codex-cli 0.153.4,6e7333f2e81a7e41e30e9114e98d5d8676eccec7e74687174924ad2edb5b083b
gpt55,high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-f65476c6,88.3415,91.3024,100.00,83.43,100.00,68.9394,62.5000,86.1111,False,60.4167,54.1667,66.6667,88.8889,64.5833,58.3333,70.8333,83.3333,10,639.748,1556246,1.801546,2026-09-11T07:44:34.323734+00:00,2026-09-11T07:55:14.077933+00:00,codex-cli 0.153.4,d16498a5c4f89cc611396911908a5ce28ba810525e2ced5cfa69f7faa82587a9
gpt55,high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-05c7bf45,71.1946,75.5261,75.00,78.76,100.00,56.0606,55.2083,58.3333,False,50.0000,54.1667,45.8333,66.6667,60.4167,62.5000,58.3333,50.0000,6,1896.811,11448680,9.234594,2026-09-11T09:51:04.315497+00:00,2026-09-11T10:22:41.137989+00:00,codex-cli 0.153.4,410428ee39448e6d8684f19eb441ee89b4b523401985a69dab0699498551d58d
gpt55,high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-35dc0249,79.8383,83.1865,87.50,78.35,100.00,63.4199,60.4167,71.4286,False,56.2500,41.6667,70.8333,64.2857,64.5833,54.1667,75.0000,78.5714,7,867.536,1397922,1.666744,2026-09-11T09:36:36.640000+00:00,2026-09-11T09:51:04.180757+00:00,codex-cli 0.153.4,13163cdef7306160f5d49b27849afd824c4a1748b0d1f82001678e086207417e
gpt55,high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-6bb63c0e,71.3503,74.4849,70.00,77.23,100.00,64.5022,64.5833,64.2857,False,64.5833,66.6667,62.5000,64.2857,64.5833,58.3333,70.8333,64.2857,7,1183.96,5282594,4.794053,2026-09-11T06:13:40.884672+00:00,2026-09-11T06:33:24.853621+00:00,codex-cli 0.153.4,32dbddd4a8abc4a2df03f93f15a677f361a8492318fc99dd7b85dbc90061c379
gpt55,high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-21f2bc14,65.9547,69.6972,60.00,81.82,100.00,62.1212,63.5417,58.3333,False,56.2500,58.3333,54.1667,58.3333,70.8333,66.6667,75.0000,58.3333,6,868.717,1913404,2.373847,2026-09-11T07:55:14.231098+00:00,2026-09-11T08:09:42.955599+00:00,codex-cli 0.153.4,a8b248cdf8b000af4174588e30863035b769c406ef297c93d516e2329e0b0508
gpt55,high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-172a2b44,89.1001,91.5238,100.00,81.01,100.00,71.8615,66.6667,85.7143,False,68.7500,62.5000,75.0000,85.7143,64.5833,62.5000,66.6667,85.7143,9,959.953,3262447,3.221477,2026-09-11T10:58:51.772857+00:00,2026-09-11T11:14:51.730420+00:00,codex-cli 0.153.4,9a556c3f8804f669f2f1a525ae6d51a7b353036fb6595a06913c644644e44135
gpt55,high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-9d2910f9,87.3110,90.3942,100.00,80.55,100.00,66.5584,59.3750,85.7143,False,58.3333,50.0000,66.6667,85.7143,60.4167,58.3333,62.5000,85.7143,8,788.051,2225144,2.541627,2026-09-11T10:22:41.271940+00:00,2026-09-11T10:35:49.329631+00:00,codex-cli 0.153.4,d76d7cb255d9bbdfd95a1898a56c5dc15cfcd8c5d853ecd676cb288d5b764c97
gpt55,high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-cf9737ed,86.4776,90.2062,100.00,83.77,100.00,63.2035,61.4583,67.8571,False,56.2500,58.3333,54.1667,50.0000,66.6667,66.6667,66.6667,85.7143,9,1030.071,3706751,3.734329,2026-09-11T08:09:43.095481+00:00,2026-09-11T08:26:53.175033+00:00,codex-cli 0.153.4,1fe09fe709bc3e800eb89405474ba9b8a48dad41beff4856f9c0743ea4519fdc
gpt55,extra-high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-c2b1b550,87.6367,90.4931,100.00,79.55,100.00,67.8030,69.7917,62.5000,False,68.7500,58.3333,79.1667,62.5000,70.8333,66.6667,75.0000,62.5000,9,1265.025,3795884,3.734494,2026-09-12T00:56:33.234131+00:00,2026-09-12T01:17:38.267081+00:00,codex-cli 0.153.4,11218c1db7d0fe27c5d890bbbd71705eb509aabf01b699a9bec4387dca5d66ce
gpt55,extra-high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-be677af7,71.4318,74.5580,71.43,74.61,100.00,63.2576,63.5417,62.5000,False,60.4167,54.1667,66.6667,70.0000,66.6667,62.5000,70.8333,55.0000,10,1735.256,7259347,6.274090,2026-09-12T03:09:52.618738+00:00,2026-09-12T03:38:47.883571+00:00,codex-cli 0.153.4,f8516d3ade5595b236923c8a8dd80fe1f317dc28172db65ec001d5fa1a99bdf7
gpt55,extra-high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-ee8e01a8,70.2234,72.1613,60.00,80.57,100.00,75.3788,70.8333,87.5000,False,68.7500,62.5000,75.0000,91.6667,72.9167,70.8333,75.0000,83.3333,6,787.814,2624085,2.856987,2026-09-11T14:29:28.724647+00:00,2026-09-11T14:42:36.548575+00:00,codex-cli 0.153.4,b42afd2e38347c2f8f6b8074cb35d0190498a3d0a1058eee651109eea0b09bb2
gpt55,extra-high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-0c6e21dd,62.9536,66.4464,57.14,73.00,100.00,59.6320,55.2083,71.4286,False,56.2500,45.8333,66.6667,64.2857,54.1667,54.1667,54.1667,78.5714,8,1809.046,9319175,8.213524,2026-09-12T02:06:55.577531+00:00,2026-09-12T02:37:04.629727+00:00,codex-cli 0.153.4,9a8fec2db2c40f3143168ba4c1eb3448283d85db7596a3ce0d86c592b5f59abc
gpt55,extra-high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-dc4481d9,90.8365,92.5190,100.00,80.43,100.00,77.2727,68.7500,100.0000,False,64.5833,58.3333,70.8333,100.0000,72.9167,70.8333,75.0000,100.0000,9,543.936,1085298,1.719427,2026-09-11T14:20:24.642956+00:00,2026-09-11T14:29:28.584992+00:00,codex-cli 0.153.4,bd9d6bafebcd7f4504775887907ac55755d7f1ddcedba32ff77930cc2cdbc555
gpt55,extra-high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-499745eb,84.2730,86.9969,100.00,64.75,100.00,61.4219,54.1667,80.7692,False,50.0000,50.0000,50.0000,69.2308,58.3333,54.1667,62.5000,92.3077,14,1374.726,6592702,6.092474,2026-09-12T01:44:00.691088+00:00,2026-09-12T02:06:55.424503+00:00,codex-cli 0.153.4,34cdf5038e2446719e6800670c59d872012d4bc61ab8a0d9ae48a13fd9a59633
gpt55,extra-high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-d6969fdd,89.6233,91.8625,100.00,81.23,100.00,73.3902,73.9583,71.8750,False,72.9167,70.8333,75.0000,75.0000,75.0000,70.8333,79.1667,68.7500,8,1935.461,7707837,7.064236,2026-09-11T15:44:27.963842+00:00,2026-09-11T16:16:43.436917+00:00,codex-cli 0.153.4,9ec2c59cbc5bfbd9befb8ca17ea2e91fcffb410db40ecf3e39537ac74b422d6b
gpt55,extra-high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-0da7d204,88.1451,90.0340,100.00,71.76,100.00,71.3499,61.4583,97.7273,False,58.3333,58.3333,58.3333,100.0000,64.5833,58.3333,70.8333,95.4545,12,1967.698,9663951,8.198812,2026-09-12T02:37:04.767811+00:00,2026-09-12T03:09:52.480833+00:00,codex-cli 0.153.4,4aed7bf453566eb141e39b2e56771330daeea88fa42ae33ece2f4e34118303ee
gpt55,extra-high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-0fcf89e3,86.7261,89.6103,100.00,76.19,100.00,65.9091,64.5833,69.4444,False,60.4167,54.1667,66.6667,66.6667,68.7500,62.5000,75.0000,72.2222,9,1089.364,3550133,3.798679,2026-09-11T13:29:58.861919+00:00,2026-09-11T13:48:08.235544+00:00,codex-cli 0.153.4,97d845a81ee2a9a6b85cf6a16a4280f4b9261a72de772f42bf1cc489f3a66952
gpt55,extra-high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-7014a6e1,89.4421,91.8325,100.00,82.04,100.00,72.6326,72.9167,71.8750,False,72.9167,70.8333,75.0000,75.0000,72.9167,70.8333,75.0000,68.7500,9,506.299,1274823,1.570165,2026-09-11T14:11:58.206532+00:00,2026-09-11T14:20:24.510505+00:00,codex-cli 0.153.4,79b9fdb5e299c5d95b29d7adf8256c00eab831f47eff11a4fe692b1e36319653
gpt55,extra-high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-a003c004,81.7067,84.8556,88.89,81.02,100.00,66.2879,61.4583,79.1667,False,60.4167,54.1667,66.6667,66.6667,62.5000,58.3333,66.6667,91.6667,8,810.148,2118666,2.712063,2026-09-12T00:43:02.948471+00:00,2026-09-12T00:56:33.101387+00:00,codex-cli 0.153.4,ea671235f0f41cc1f782373d260e8dea92403c8bf0bb477f4658a082c0513ef2
gpt55,extra-high,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-0a8bb4e0,58.2596,62.5163,53.33,69.60,100.00,52.0563,54.1667,46.4286,False,54.1667,50.0000,58.3333,57.1429,54.1667,50.0000,58.3333,35.7143,8,2652.468,15489633,12.296217,2026-09-14T10:05:56.469129+00:00,2026-09-14T10:50:08.949066+00:00,codex-cli 0.153.4,31f8b97fcb7349663d0844a7219379ea8d0d531cc2cda60bc0f7d926439ad3bd
gpt55,extra-high,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-5fb568e1,83.0186,85.7324,90.00,79.63,100.00,68.9394,66.6667,75.0000,False,66.6667,58.3333,75.0000,72.2222,66.6667,58.3333,75.0000,77.7778,9,796.371,2588439,2.908650,2026-09-11T13:58:41.695163+00:00,2026-09-11T14:11:58.074851+00:00,codex-cli 0.153.4,a692aa0e514d822309b7aa10992c37bbb4afac166e8095fe381a1fd3fc466fc5
gpt55,extra-high,legacy-qlite-store-parity,legacy-qlite-store-parity-b3cc5ee2,90.1988,91.9730,100.00,78.81,100.00,75.7576,75.0000,77.7778,False,77.0833,70.8333,83.3333,77.7778,72.9167,66.6667,79.1667,77.7778,9,633.182,1159151,1.733976,2026-09-11T13:48:08.378844+00:00,2026-09-11T13:58:41.567992+00:00,codex-cli 0.153.4,7aad287fec36137048b1fe7c4b1b87508429e14e872b5fdeb640e85c0bb991f5
gpt55,extra-high,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-ada729d3,72.8468,76.7037,75.00,80.55,100.00,60.6061,58.3333,66.6667,False,58.3333,41.6667,75.0000,66.6667,58.3333,50.0000,66.6667,66.6667,6,1363.552,4469928,4.786437,2026-09-11T15:21:44.269496+00:00,2026-09-11T15:44:27.830755+00:00,codex-cli 0.153.4,8f737105dca61e59344cd47a270e62be3d576ee9e1b206666ec25271e379a9c1
gpt55,extra-high,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-3ccecf07,78.2961,81.1498,80.00,82.16,100.00,69.1288,64.5833,81.2500,False,66.6667,62.5000,70.8333,87.5000,62.5000,58.3333,66.6667,75.0000,8,793.393,1923969,2.341877,2026-09-11T14:42:36.685387+00:00,2026-09-11T14:55:50.084317+00:00,codex-cli 0.153.4,6821f86b79c656181262ab7697f9c725bfcbff0b87fe717e7e74fe54a8714863
gpt55,extra-high,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-673667d3,87.8519,90.6865,100.00,80.19,100.00,68.2900,69.7917,64.2857,False,70.8333,70.8333,70.8333,64.2857,68.7500,66.6667,70.8333,64.2857,8,1501.058,5824930,5.523232,2026-09-11T16:29:58.984080+00:00,2026-09-11T16:55:00.051449+00:00,codex-cli 0.153.4,d90ae9338df03554141b588e644545c8be03ea53eceb96f1354b724e8bb1acd9
gpt55,extra-high,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-b66b245b,81.3111,84.0889,87.50,78.45,100.00,67.8571,62.5000,82.1429,False,56.2500,45.8333,66.6667,78.5714,68.7500,66.6667,70.8333,85.7143,7,795.271,2343043,2.541643,2026-09-11T16:16:43.575170+00:00,2026-09-11T16:29:58.852234+00:00,codex-cli 0.153.4,3151aca684410a4dfef74290ec028dc64708c8878cc683616fc248abb9436ba2
gpt55,extra-high,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-b9de87b5,64.8514,66.7654,50.00,78.84,100.00,74.6970,70.8333,85.0000,False,72.9167,62.5000,83.3333,100.0000,68.7500,66.6667,70.8333,70.0000,5,992.816,2742632,3.118481,2026-09-11T13:13:25.889490+00:00,2026-09-11T13:29:58.709739+00:00,codex-cli 0.153.4,8695f9f0dedf0e08ab1092dd444ee582ce1cde745be8b850b6656ef61141e65f
gpt55,extra-high,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-3edcaa17,64.8067,68.9749,60.00,81.55,100.00,58.7121,60.4167,54.1667,False,56.2500,50.0000,62.5000,66.6667,64.5833,62.5000,66.6667,41.6667,6,1090.19,2876586,3.288292,2026-09-11T14:55:50.221594+00:00,2026-09-11T15:14:00.420306+00:00,codex-cli 0.153.4,ad1378b7a911c5ba9fe3c90b49b3eee3bda9e8b8229bf04fa8a40abce07f5340
gpt55,extra-high,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-50dfd162,88.1613,91.0257,100.00,81.73,100.00,68.8312,62.5000,85.7143,False,60.4167,54.1667,66.6667,85.7143,64.5833,62.5000,66.6667,85.7143,9,1582.134,5759302,5.703398,2026-09-12T01:17:38.406376+00:00,2026-09-12T01:44:00.551546+00:00,codex-cli 0.153.4,9349e45738d67a888aaa3b9dd965eb4d48ee965f431259c7c174a73a4548ca00
gpt55,extra-high,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-cf64675a,84.1393,88.5211,100.00,81.05,100.00,56.8182,50.0000,75.0000,False,45.8333,41.6667,50.0000,78.5714,54.1667,45.8333,62.5000,71.4286,8,2192.946,7365716,7.042649,2026-09-12T00:06:29.835631+00:00,2026-09-12T00:43:02.792169+00:00,codex-cli 0.153.4,6a897f581aa7df2985782f6a4add4e4df0964260e8edff3988532a1118ee279d
gpt55,extra-high,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-14916cac,47.7528,49.3176,11.11,84.68,100.00,80.3030,72.9167,100.0000,False,64.5833,62.5000,66.6667,100.0000,81.2500,79.1667,83.3333,100.0000,1,463.545,991562,1.419296,2026-09-11T15:14:00.580837+00:00,2026-09-11T15:21:44.130973+00:00,codex-cli 0.153.4,4941c57089a75c36c6b0b1556a46d20a67baf1609f70b3b8bad001079617cbcc
luna,low,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-17bdd9ae,41.8083,43.5098,0.00,84.51,100.00,79.1667,79.1667,,True,81.2500,75.0000,87.5000,,77.0833,75.0000,79.1667,,0,198.126,672939,0.033109,2026-09-12T20:13:56.092915+00:00,2026-09-12T20:17:14.222075+00:00,codex-cli 0.153.4,404fbfc20d5dd1c55a31af3eb95442eee0d47667c7e8a776e0cf13cf5f23c3bc
luna,low,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-a5a10d2d,44.0921,45.5340,7.14,76.73,100.00,77.2727,78.1250,75.0000,False,75.0000,75.0000,75.0000,100.0000,81.2500,75.0000,87.5000,50.0000,1,183.577,536192,0.029569,2026-09-12T20:27:18.333786+00:00,2026-09-12T20:30:21.916713+00:00,codex-cli 0.153.4,58cf9be377f0d066173720746eb410437a034a946288ec3ca0029227a2438dd8
luna,low,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-ce4671db,40.6411,42.6448,0.00,82.91,100.00,76.0417,76.0417,,True,77.0833,70.8333,83.3333,,75.0000,62.5000,87.5000,,0,133.247,310738,0.018763,2026-09-12T19:49:54.222410+00:00,2026-09-12T19:52:07.472246+00:00,codex-cli 0.153.4,b52927fd229337ff1eae2b4f76a4a4f3cd73cd824481dfea1a57e9dfdbc8ee36
luna,low,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-409cbe4e,38.4362,40.6004,0.00,75.72,100.00,71.2121,60.4167,100.0000,False,60.4167,62.5000,58.3333,100.0000,60.4167,62.5000,58.3333,100.0000,1,169.236,415880,0.024037,2026-09-12T20:21:54.720367+00:00,2026-09-12T20:24:43.959086+00:00,codex-cli 0.153.4,205379820012ca53614fd75c6d2ff2d200212f0285d7a1073097e0794ce11a52
luna,low,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-e784e9f5,39.6932,42.1668,0.00,83.89,100.00,72.9167,72.9167,,True,72.9167,66.6667,79.1667,,72.9167,75.0000,70.8333,,0,143.312,361442,0.021328,2026-09-12T19:47:30.764559+00:00,2026-09-12T19:49:54.080057+00:00,codex-cli 0.153.4,185ed776fdba38dbaa143d88de45e137de7aa96c723eef135ea26c081c143b0a
luna,low,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-427f7002,44.6792,44.1950,0.00,73.80,100.00,90.6250,90.6250,,True,91.6667,95.8333,87.5000,,89.5833,91.6667,87.5000,,0,99.299,185570,0.013014,2026-09-12T20:20:15.272571+00:00,2026-09-12T20:21:54.574807+00:00,codex-cli 0.153.4,39a6fafdf54f6b62cec3ab2094a151f786e239be8ff0239334071f8e8f3d45c1
luna,low,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-57c01c80,46.2599,48.4690,12.50,82.47,100.00,74.2424,73.9583,75.0000,False,72.9167,70.8333,75.0000,100.0000,75.0000,66.6667,83.3333,50.0000,1,148.743,287645,0.019332,2026-09-12T20:02:22.206192+00:00,2026-09-12T20:04:50.953768+00:00,codex-cli 0.153.4,57b32d0b1f8ce3bab7186bfac09a7eb4ae2512ec166f4cb5eb731f41375d65c6
luna,low,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-13bb46ad,35.2423,38.7297,0.00,76.38,100.00,61.3636,65.6250,50.0000,False,72.9167,66.6667,79.1667,50.0000,58.3333,54.1667,62.5000,50.0000,1,154.089,442261,0.023319,2026-09-12T20:24:44.091382+00:00,2026-09-12T20:27:18.183095+00:00,codex-cli 0.153.4,ef3db460e443a809a0edfc887b794e738082353e9a6bf6d093407df6ece96595
luna,low,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-92ffff8e,38.6784,41.0279,0.00,78.57,100.00,71.2121,72.9167,66.6667,False,68.7500,62.5000,75.0000,66.6667,77.0833,70.8333,83.3333,66.6667,2,224.696,676680,0.036681,2026-09-12T19:34:17.453016+00:00,2026-09-12T19:38:02.151588+00:00,codex-cli 0.153.4,4bfa1b8e4e845aabe44d737802cc9badb7bb450ffe4fc27d40f6ed38ed1fdbde
luna,low,legacy-metercore-binary-parity,legacy-metercore-binary-parity-9e984cda,45.1083,47.5475,11.11,82.98,100.00,72.7273,62.5000,100.0000,False,60.4167,54.1667,66.6667,100.0000,64.5833,62.5000,66.6667,100.0000,1,192.813,522917,0.026184,2026-09-12T19:44:17.796754+00:00,2026-09-12T19:47:30.616029+00:00,codex-cli 0.153.4,0ecea23f587d2462b221ce1e21ca79aa4321600a8e377d8eec4279533869f1c4
luna,low,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-26ee1c64,41.0554,42.9777,0.00,83.74,100.00,77.0833,77.0833,,True,75.0000,75.0000,75.0000,,79.1667,79.1667,79.1667,,0,154.237,436987,0.024336,2026-09-12T20:11:21.711367+00:00,2026-09-12T20:13:55.951240+00:00,codex-cli 0.153.4,3aac3c32b48197feb50f3e0ee76869df2471935767cf2cd7b906dc2a7cbf5f0d
luna,low,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-4df2a9fa,35.2343,37.8828,0.00,67.83,100.00,63.5417,63.5417,,True,62.5000,54.1667,70.8333,,64.5833,66.6667,62.5000,,0,161.356,450681,0.024314,2026-09-12T20:30:22.046090+00:00,2026-09-12T20:33:03.406632+00:00,codex-cli 0.153.4,383aaeb992070e064bd4d8dea7c2875b836823fd46450417bba3023096678fee
luna,low,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-3209b45e,40.2795,42.4050,0.00,82.70,100.00,75.0000,65.6250,100.0000,False,60.4167,50.0000,70.8333,100.0000,70.8333,62.5000,79.1667,100.0000,2,201.376,479923,0.027814,2026-09-12T19:40:56.269678+00:00,2026-09-12T19:44:17.650641+00:00,codex-cli 0.153.4,a2caf29cc70c81caa417f6cd2367e05d8ecb09d1d5c5ef7fdec90e038e1ef78e
luna,low,legacy-qlite-store-parity,legacy-qlite-store-parity-f9a787b9,39.3892,41.7030,0.00,81.05,100.00,72.7273,65.6250,91.6667,False,62.5000,54.1667,70.8333,100.0000,68.7500,62.5000,75.0000,83.3333,3,173.838,482467,0.027124,2026-09-12T19:38:02.287504+00:00,2026-09-12T19:40:56.130021+00:00,codex-cli 0.153.4,c889a7a98a8f05e938d578b81c044c6096d6298a128b783cd416d239b5a22ee3
luna,low,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-16280e66,45.2217,47.7954,12.50,82.02,100.00,71.2121,69.7917,75.0000,False,66.6667,62.5000,70.8333,100.0000,72.9167,66.6667,79.1667,50.0000,1,136.35,317287,0.019699,2026-09-12T20:00:05.716317+00:00,2026-09-12T20:02:22.071983+00:00,codex-cli 0.153.4,7420ebb3417d070d36834430ff5902f54b0f71f8f77af1f61d3635a0cb46cdce
luna,low,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-4f380fdc,34.2782,38.9402,0.00,84.45,100.00,56.3636,53.1250,65.0000,False,50.0000,41.6667,58.3333,70.0000,56.2500,50.0000,62.5000,60.0000,5,169.729,399087,0.024059,2026-09-12T19:52:07.611079+00:00,2026-09-12T19:54:57.342363+00:00,codex-cli 0.153.4,c58c7bfcd0c24c35f1707168e23438f1e00030bc2525b3cbab7dfbfca327b8ca
luna,low,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-611ea44c,44.5566,47.7804,12.50,85.96,100.00,68.1818,65.6250,75.0000,False,64.5833,62.5000,66.6667,100.0000,66.6667,66.6667,66.6667,50.0000,1,145.709,326511,0.019485,2026-09-12T20:06:35.011858+00:00,2026-09-12T20:09:00.724856+00:00,codex-cli 0.153.4,2e14856e89b1117f5138d20bf97fa43400a82a182b43677f3459dbc9abad5d38
luna,low,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-59caa8ea,52.1453,56.5376,37.50,78.18,100.00,55.3030,54.1667,58.3333,False,56.2500,50.0000,62.5000,33.3333,52.0833,45.8333,58.3333,83.3333,3,103.778,246365,0.014841,2026-09-12T20:04:51.092390+00:00,2026-09-12T20:06:34.874304+00:00,codex-cli 0.153.4,38360f046b63febc797f7f8820d63645679b4d105ec3fac14406dcf1093c2a7a
luna,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-b817c3bf,46.6272,46.0393,0.00,80.54,100.00,94.7917,94.7917,,True,91.6667,87.5000,95.8333,,97.9167,95.8333,100.0000,,0,151.359,401556,0.023417,2026-09-12T19:31:45.935074+00:00,2026-09-12T19:34:17.299137+00:00,codex-cli 0.153.4,863868f84c0cb71972c7fdd7b8a9e3e63a0adda9dac5dec718948a1139dc7f54
luna,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-cc724311,44.8807,47.2805,10.00,83.89,100.00,73.4848,63.5417,100.0000,False,62.5000,54.1667,70.8333,100.0000,64.5833,66.6667,62.5000,100.0000,1,118.343,299475,0.019540,2026-09-12T19:54:57.478569+00:00,2026-09-12T19:56:55.825319+00:00,codex-cli 0.153.4,bda4a11063163d4b89573cf6105ee12b7ff59dfb8471cb62da6e61ced8325c8c
luna,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-9a21669a,38.0040,40.9964,0.00,82.40,100.00,68.1818,56.2500,100.0000,False,54.1667,50.0000,58.3333,100.0000,58.3333,54.1667,62.5000,100.0000,2,180.773,684477,0.034645,2026-09-12T20:17:14.356635+00:00,2026-09-12T20:20:15.133478+00:00,codex-cli 0.153.4,6aff0b27b08d71cbe729ffeb3b6f0647334fa6c7fe1046319a41fba07458253f
luna,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-706b937e,39.7909,42.3393,0.00,85.04,100.00,72.9167,72.9167,,True,77.0833,79.1667,75.0000,,68.7500,66.6667,70.8333,,0,140.676,286460,0.019696,2026-09-12T20:09:00.891379+00:00,2026-09-12T20:11:21.571503+00:00,codex-cli 0.153.4,aeea095d1b3c099a5279b39d13c14524617593af003a801aa845712313f301dd
luna,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-61305479,33.4963,38.4003,0.00,83.78,100.00,54.1667,54.1667,,True,52.0833,33.3333,70.8333,,56.2500,50.0000,62.5000,,0,189.626,503303,0.027597,2026-09-12T19:56:55.954172+00:00,2026-09-12T20:00:05.584473+00:00,codex-cli 0.153.4,ad4b0e66207351edfb10b9dbd619e7748207465b9b8062a75422d48a8acbb343
luna,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-1e0b74ca,49.3818,52.4341,22.22,84.08,100.00,68.5606,61.4583,87.5000,False,58.3333,54.1667,62.5000,100.0000,64.5833,62.5000,66.6667,75.0000,2,462.716,1853561,0.082782,2026-09-12T22:27:41.698376+00:00,2026-09-12T22:35:24.421840+00:00,codex-cli 0.153.4,c001d2449c0b23f6b93f4b8c2131d05ca603d1839e11956fb5d724052491e3f3
luna,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-d0edd39b,30.4906,35.8479,0.00,76.36,100.00,46.9697,64.5833,0.0000,False,62.5000,66.6667,58.3333,0.0000,66.6667,66.6667,66.6667,0.0000,1,522.336,1747808,0.083837,2026-09-12T23:04:46.583645+00:00,2026-09-12T23:13:28.926625+00:00,codex-cli 0.153.4,a50fec80ec7a8700416cfe3a02ec1f8edb516ea56ffd6a4d7567460fc2cfa8aa
luna,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-51cec472,52.0669,55.5013,30.00,83.14,100.00,65.1515,70.8333,50.0000,False,68.7500,62.5000,75.0000,50.0000,72.9167,70.8333,75.0000,50.0000,3,314.18,845959,0.043044,2026-09-12T21:18:22.516303+00:00,2026-09-12T21:23:36.702208+00:00,codex-cli 0.153.4,b2cac721c3360d8b939696246b04556040712abc40d333c6b7f545effc082fa3
