model,effort,task,run_id,combined_33,combined_20_profile,functional_pct,automated_quality_pct,security_pct,code_quality,reviewed_score,intent_recovery,muse_reviewed,muse_readability,muse_maintainability,muse_intent_recovery,grok_reviewed,grok_readability,grok_maintainability,grok_intent_recovery,solver_fallback,duration_s,raw_tokens,estimated_usd,long_context_upper_usd,started_at,finished_at,solver_cli_version,evidence_sha256
fable,low,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-363f3155,80.5737,80.6648,70.00,83.22,100.00,90.9091,87.5000,100.0000,91.6667,95.8333,87.5000,100.0000,83.3333,83.3333,83.3333,100.0000,False,804.206,1479260,3.998179,3.998179,2026-09-03T04:47:31.921665+00:00,2026-09-03T05:00:56.132606+00:00,2.1.259 (Claude Code),9552ae8dea3e31e0a011b67b6a2d27c48730d751921ea2913fc83256a197da8d
fable,low,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-3a749234,85.6075,88.9954,100.00,76.83,100.00,62.3543,67.7083,48.0769,64.5833,66.6667,62.5000,50.0000,70.8333,66.6667,75.0000,46.1538,False,7965.282,36967983,45.849164,45.849164,2026-09-03T09:06:23.473276+00:00,2026-09-03T11:19:08.779935+00:00,2.1.259 (Claude Code),7859d23feb6db19174da43751edd387bf9539b18b9f94bd887cdb130923e0856
fable,low,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-7fb92ccb,91.9197,93.5616,100.00,84.35,100.00,79.5455,76.0417,88.8889,75.0000,75.0000,75.0000,100.0000,77.0833,79.1667,75.0000,77.7778,False,911.381,1714769,5.882183,5.882183,2026-09-03T04:32:20.406889+00:00,2026-09-03T04:47:31.793958+00:00,2.1.259 (Claude Code),d4bfe96e5a564d96302e970731e7945f79d8907968c1b983bb1856ebde502763
fable,low,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-e59660a8,73.6325,77.6556,85.71,78.96,85.00,51.0331,43.7500,70.4545,39.5833,29.1667,50.0000,81.8182,47.9167,37.5000,58.3333,59.0909,True,6743.688,19875699,31.892919,31.892919,2026-09-03T07:13:59.634136+00:00,2026-09-03T09:06:23.336632+00:00,2.1.259 (Claude Code),0d6a0fa8aa350b569b053dbe78ceb9ab863f51de34ccba2e983ff63618e437d4
fable,low,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-f04d863b,94.1332,94.8607,100.00,83.92,100.00,86.3636,90.6250,75.0000,89.5833,91.6667,87.5000,75.0000,91.6667,87.5000,95.8333,75.0000,False,1053.964,1653781,5.644126,5.644126,2026-09-03T05:58:55.191562+00:00,2026-09-03T06:16:29.161644+00:00,2.1.259 (Claude Code),0abd9fd94e4b1cb55573814a8bb02c63b86c83dda4a6b15e824db99f7ba5b13e
fable,low,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-93fa5259,92.4013,92.9632,100.00,75.31,100.00,83.3333,77.0833,100.0000,77.0833,75.0000,79.1667,100.0000,77.0833,79.1667,75.0000,100.0000,False,2089.923,4058103,10.844602,10.844602,2026-09-03T11:19:08.925122+00:00,2026-09-03T11:53:58.854470+00:00,2.1.259 (Claude Code),70225014fdf724440b5d327d77befe54773bc4474ee182e945bd0b9977239801
fable,low,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-de1307fe,92.2217,93.5151,100.00,87.02,95.00,81.0606,80.2083,83.3333,79.1667,75.0000,83.3333,83.3333,81.2500,83.3333,79.1667,83.3333,False,910.015,1842805,4.397787,4.397787,2026-09-03T02:57:08.474853+00:00,2026-09-03T03:12:18.497048+00:00,2.1.259 (Claude Code),d31cdf74a1fae5fc64176a9bf49466c66e354da3923933b0659d4369f36d28e4
fable,low,legacy-metercore-binary-parity,legacy-metercore-binary-parity-49000e6d,93.1750,94.3647,100.00,84.78,100.00,83.2386,87.5000,71.8750,91.6667,91.6667,91.6667,75.0000,83.3333,83.3333,83.3333,68.7500,False,693.431,1121527,2.718875,2.718875,2026-09-03T03:35:26.595413+00:00,2026-09-03T03:47:00.030007+00:00,2.1.259 (Claude Code),7b921243d501a4f4de9296d742c3480757dc1b7f00da273178cd7ddcab243ac6
fable,low,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-53989899,94.7914,95.2360,100.00,83.68,100.00,88.4199,85.4167,96.4286,91.6667,91.6667,91.6667,100.0000,79.1667,79.1667,79.1667,92.8571,False,413.327,633708,2.191071,2.191071,2026-09-03T06:55:44.078697+00:00,2026-09-03T07:02:37.408955+00:00,2.1.259 (Claude Code),d16bfd379188121b960ff7645d91fd957085c5c3f7b1d2513a19de56c735bcb6
fable,low,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-2e141d56,86.0842,89.0568,100.00,74.52,100.00,64.3939,69.7917,50.0000,72.9167,66.6667,79.1667,46.4286,66.6667,62.5000,70.8333,53.5714,False,2274.113,7916410,11.968732,11.968732,2026-09-03T15:53:12.871163+00:00,2026-09-03T16:31:06.992076+00:00,2.1.259 (Claude Code),2f4b89f38960e6fc3f314ddf6dbe6f749683c30f96ee14501308fb46a40faa29
fable,low,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-d14523a1,93.8402,94.4596,100.00,81.65,100.00,86.0606,86.4583,85.0000,89.5833,87.5000,91.6667,85.0000,83.3333,83.3333,83.3333,85.0000,False,771.339,2136938,4.563269,4.563269,2026-09-03T03:22:35.116363+00:00,2026-09-03T03:35:26.461350+00:00,2.1.259 (Claude Code),b247c6d0db3835604c0fdfc2c07996fae15dcdbe6fc56a8afb2356ec32798294
fable,low,legacy-qlite-store-parity,legacy-qlite-store-parity-2467024c,91.1973,89.6797,100.00,84.38,65.00,86.3636,85.4167,88.8889,89.5833,87.5000,91.6667,88.8889,81.2500,83.3333,79.1667,88.8889,False,616.34,747796,2.730290,2.730290,2026-09-03T03:12:18.643722+00:00,2026-09-03T03:22:34.987829+00:00,2.1.259 (Claude Code),95799471457400c8bdd867513c366a96fbb86431b1fa2030dddc467f1f08064f
fable,low,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-7c722765,76.9615,79.3305,75.00,81.90,100.00,72.7273,78.1250,58.3333,79.1667,75.0000,83.3333,75.0000,77.0833,79.1667,75.0000,41.6667,False,1218.772,1349955,4.970313,4.970313,2026-09-03T05:38:36.288947+00:00,2026-09-03T05:58:55.065774+00:00,2.1.259 (Claude Code),61884992d82c50926b1a097856acc49c092b57ece1b0d6747cc3798d895bdf85
fable,low,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-fabaf15d,90.2191,89.9811,100.00,88.46,70.00,81.0606,81.2500,80.5556,79.1667,70.8333,87.5000,77.7778,83.3333,79.1667,87.5000,83.3333,False,919.246,777383,2.855496,2.855496,2026-09-03T05:00:56.260454+00:00,2026-09-03T05:16:15.510473+00:00,2.1.259 (Claude Code),bdc525dee2e501faf8e71b6bb59e2eff8861110e7bcf095329c30d15c1581d9e
fable,low,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-08828d94,89.8149,92.9094,100.00,90.68,100.00,71.5368,72.9167,67.8571,70.8333,66.6667,75.0000,64.2857,75.0000,79.1667,70.8333,71.4286,False,652.249,927287,3.044991,3.044991,2026-09-03T06:27:19.661103+00:00,2026-09-03T06:38:11.914174+00:00,2.1.259 (Claude Code),f828c995ec3d9eb69832b0006122c76e902436543b25effeff771a4035a1e3b6
fable,low,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-cfd3f7c5,92.9300,93.9375,100.00,81.95,100.00,83.2251,82.2917,85.7143,83.3333,79.1667,87.5000,92.8571,81.2500,79.1667,83.3333,78.5714,False,650.248,835590,2.903782,2.903782,2026-09-03T06:16:29.287030+00:00,2026-09-03T06:27:19.539651+00:00,2.1.259 (Claude Code),9b46522646a8f10d92b0728f2c65b61be6a1857f8ca109168e4349f9e84199ab
fable,low,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-62323e23,84.7802,84.9525,80.00,80.87,100.00,89.1098,88.5417,90.6250,89.5833,87.5000,91.6667,93.7500,87.5000,83.3333,91.6667,87.5000,False,820.754,1587637,4.281813,4.281813,2026-09-03T02:43:27.583125+00:00,2026-09-03T02:57:08.344491+00:00,2.1.259 (Claude Code),b13f42803ca8f4bbfacb5bcc619edfe43b9e2bba581e4f2b8db7a8615277b4fb
fable,low,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-2d91fdec,91.4716,93.3501,100.00,84.96,100.00,78.0303,79.1667,75.0000,81.2500,83.3333,79.1667,75.0000,77.0833,79.1667,75.0000,75.0000,False,838.783,1267526,3.764498,3.764498,2026-09-03T05:16:15.632486+00:00,2026-09-03T05:30:14.419034+00:00,2.1.259 (Claude Code),87cbd9c229eef3d00d482af98f286d580d2f69f072292f464039d41206673efe
fable,low,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-46f1d860,92.0465,93.5370,100.00,83.32,100.00,80.1948,78.1250,85.7143,79.1667,79.1667,79.1667,100.0000,77.0833,75.0000,79.1667,71.4286,False,256.334,477787,1.845042,1.845042,2026-09-03T07:09:43.171602+00:00,2026-09-03T07:13:59.509165+00:00,2.1.259 (Claude Code),582945b3f0da596d4ba7ffc751022a2163f3766832c0d06431a58ae4e22fe6a7
fable,low,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-f9bd6317,90.3611,92.5076,100.00,83.24,100.00,75.1082,69.7917,89.2857,62.5000,62.5000,62.5000,85.7143,77.0833,75.0000,79.1667,92.8571,False,1051.913,1717253,4.660532,4.660532,2026-09-03T06:38:12.040116+00:00,2026-09-03T06:55:43.958290+00:00,2.1.259 (Claude Code),e5f0dec8479becbaa06e054bb174e6280cd7073d6232f95f52d5c28f9194af3c
fable,low,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-cb8acce2,91.8746,93.6475,100.00,85.50,100.00,79.1126,83.3333,67.8571,83.3333,79.1667,87.5000,71.4286,83.3333,83.3333,83.3333,64.2857,False,501.6,703812,2.517504,2.517504,2026-09-03T05:30:14.551518+00:00,2026-09-03T05:38:36.155359+00:00,2.1.259 (Claude Code),da881ee6b6e92236773dd6b8426108de34dc8f74d4a4a6c1e26b7d1277bca49e
fable,medium,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-39096572,89.5811,90.1588,100.00,89.19,75.00,77.6515,83.3333,62.5000,87.5000,83.3333,91.6667,62.5000,79.1667,79.1667,79.1667,62.5000,False,1051.219,1708032,4.624580,4.624580,2026-09-04T02:48:03.986064+00:00,2026-09-04T03:05:35.210647+00:00,2.1.260 (Claude Code),77a576ffdc8b0317546fe37a5a6778740cfeef82887b12878ef6149ae71d78a6
fable,medium,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-886256a8,91.0820,92.2837,100.00,76.53,100.00,79.0210,81.2500,73.0769,81.2500,79.1667,83.3333,65.3846,81.2500,79.1667,83.3333,80.7692,False,1339.223,3043906,9.006976,9.006976,2026-09-04T09:47:39.351827+00:00,2026-09-04T10:09:58.583206+00:00,2.1.260 (Claude Code),4725559d00fd036ef7cd20ac5b4bad7d7ad93d591d77d8514f4a6fb74dc5f438
fable,medium,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-76caa619,95.4716,94.6880,100.00,83.93,90.00,92.9924,92.7083,93.7500,91.6667,87.5000,95.8333,87.5000,93.7500,95.8333,91.6667,100.0000,False,962.534,2225418,4.118984,4.118984,2026-09-03T22:18:50.115331+00:00,2026-09-03T22:34:52.656249+00:00,2.1.259 (Claude Code),245ad5145fcb2eeea0cbdd42126d3f31ad07ebd2dba1232a2ab5af788cf83425
fable,medium,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-e3803e0a,82.1287,84.0645,85.71,76.75,100.00,73.4848,72.9167,75.0000,72.9167,66.6667,79.1667,59.0909,72.9167,70.8333,75.0000,90.9091,True,10023.073,60089044,55.316140,55.316140,2026-09-04T06:15:12.953110+00:00,2026-09-04T09:02:16.050989+00:00,2.1.260 (Claude Code),ab6acd1d366835fb01c95bdb3dc0d54c067bc1dc2bd12dabe0da28d02f19fb03
fable,medium,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-2fc46197,93.0541,94.1152,100.00,82.99,100.00,83.3333,82.2917,86.1111,81.2500,83.3333,79.1667,88.8889,83.3333,79.1667,87.5000,83.3333,False,767.734,1458594,4.123227,4.123227,2026-09-03T22:06:02.248868+00:00,2026-09-03T22:18:49.989361+00:00,2.1.259 (Claude Code),1e12841bdf8b054cd168ba956c040b30d1ccc819b70652d9c9cd4e17c73673ba
fable,medium,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-8f909cd4,76.2747,79.0708,78.57,81.35,95.00,66.6667,63.5417,75.0000,60.4167,54.1667,66.6667,80.0000,66.6667,58.3333,75.0000,70.0000,True,10508.787,52811752,39.407933,39.407933,2026-09-04T03:20:04.002454+00:00,2026-09-04T06:15:12.802830+00:00,2.1.260 (Claude Code),ce63802e1999369ae1babab2986aa78fd61521b8e5d2a55b29f7375a6b80f892
fable,medium,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-2c5123bb,94.5046,95.0454,100.00,83.51,100.00,87.5947,86.4583,90.6250,87.5000,83.3333,91.6667,87.5000,85.4167,87.5000,83.3333,93.7500,False,1399.318,2799830,7.769185,7.769185,2026-09-04T00:49:43.590916+00:00,2026-09-04T01:13:02.916110+00:00,2.1.260 (Claude Code),70133d6b7e8e6a13800a3d83469cd6b561617d88fb1db288de4dc6dc1d82ab7f
fable,medium,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-120a6c16,92.9086,94.3322,100.00,86.09,100.00,82.0937,77.0833,95.4545,77.0833,75.0000,79.1667,100.0000,77.0833,79.1667,75.0000,90.9091,False,2722.986,7635609,16.300456,16.300456,2026-09-04T09:02:16.191670+00:00,2026-09-04T09:47:39.191022+00:00,2.1.260 (Claude Code),f581bf79d5559417b5ccbd6d8149249e2519b6321fc01633c7d0fa2a07a84509
fable,medium,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-dd2fd85d,92.1469,93.3831,100.00,81.14,100.00,81.0606,82.2917,77.7778,79.1667,75.0000,83.3333,77.7778,85.4167,87.5000,83.3333,77.7778,False,758.185,1044431,3.870016,3.870016,2026-09-03T16:51:09.596433+00:00,2026-09-03T17:03:47.787866+00:00,2.1.259 (Claude Code),0a144508b5fecc7ccd1efe3910d55bfb56cfe4e8f637789c0caa2e7249b08766
fable,medium,legacy-metercore-binary-parity,legacy-metercore-binary-parity-274479f4,93.4632,94.4024,100.00,83.39,100.00,84.4697,83.3333,87.5000,85.4167,83.3333,87.5000,87.5000,81.2500,79.1667,83.3333,87.5000,False,390.665,435845,1.473943,1.473943,2026-09-03T21:59:31.437332+00:00,2026-09-03T22:06:02.106391+00:00,2.1.259 (Claude Code),f4ec1610c87d88c816fc05456a75a1997c5f8ffa0cd8bd97693849c4447bbf4e
fable,medium,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-b1e6fdaa,93.0941,94.0616,100.00,82.20,100.00,83.6580,80.2083,92.8571,81.2500,79.1667,83.3333,92.8571,79.1667,83.3333,75.0000,92.8571,False,368.127,578791,2.137961,2.137961,2026-09-04T02:41:55.722630+00:00,2026-09-04T02:48:03.854954+00:00,2.1.260 (Claude Code),d1bcde60e5beeb766abfc7ee18317c175dd2b8b72b5be1e35cd8e1b0f25cb835
fable,medium,legacy-paddockcore-binary-parity,legacy-paddockcore-binary-parity-c255bc7d,87.3946,89.6727,100.00,72.71,100.00,68.8312,71.8750,60.7143,72.9167,70.8333,75.0000,67.8571,70.8333,75.0000,66.6667,53.5714,False,1216.168,4890328,9.636885,9.636885,2026-09-04T10:09:58.729397+00:00,2026-09-04T10:30:14.903416+00:00,2.1.260 (Claude Code),f822bab037c422caa0a1000d71800cc96b747fd97dc77acbc217d9e67f17a7fb
fable,medium,legacy-payrollcore-binary-parity,legacy-payrollcore-binary-parity-c22b6450,89.3807,88.8782,100.00,82.42,70.00,80.0758,79.1667,82.5000,79.1667,75.0000,83.3333,75.0000,79.1667,79.1667,79.1667,90.0000,False,338.652,459268,1.601654,1.601654,2026-09-03T21:53:52.652471+00:00,2026-09-03T21:59:31.307812+00:00,2.1.259 (Claude Code),7909fa64e1586cbac3422a960959b6462f794a1c7cc59bdca708b20d19b8b299
fable,medium,legacy-qlite-store-parity,legacy-qlite-store-parity-b9717872,88.6489,85.4722,100.00,82.34,40.00,85.6061,87.5000,80.5556,89.5833,87.5000,91.6667,88.8889,85.4167,83.3333,87.5000,72.2222,False,677.563,1181192,3.683637,3.683637,2026-09-03T17:03:47.927737+00:00,2026-09-03T17:15:05.497907+00:00,2.1.259 (Claude Code),c02022788feef3cbcb2f5840e8736b69b578fe4854d4e39efb46889096aa2946
fable,medium,legacy-queuecore-binary-parity,legacy-queuecore-binary-parity-6b2308b5,91.2574,93.0548,100.00,83.28,100.00,77.8139,80.2083,71.4286,79.1667,75.0000,83.3333,78.5714,81.2500,79.1667,83.3333,64.2857,False,1679.384,1193954,3.875398,3.875398,2026-09-03T23:21:38.629358+00:00,2026-09-03T23:49:38.019169+00:00,2.1.259 (Claude Code),0abb6bce47e168174e4040337fea7667718363c96b8f047d5d7ad6e59b9c00a9
fable,medium,legacy-quotacore-binary-parity,legacy-quotacore-binary-parity-1fa5ac46,93.1689,94.3177,100.00,84.34,100.00,83.3333,84.3750,80.5556,85.4167,83.3333,87.5000,83.3333,83.3333,83.3333,83.3333,77.7778,False,1179.026,2179129,4.380132,4.380132,2026-09-03T22:34:52.785709+00:00,2026-09-03T22:54:31.817199+00:00,2.1.259 (Claude Code),cd019b60d636fcae17c3e3ae6a67afd005eb76168f6679cc44af51dfdacdc231
fable,medium,legacy-reflowcore-binary-parity,legacy-reflowcore-binary-parity-3b05d555,90.4461,92.7817,100.00,85.50,100.00,74.7835,76.0417,71.4286,81.2500,83.3333,79.1667,64.2857,70.8333,75.0000,66.6667,78.5714,False,995.413,1806938,5.439182,5.439182,2026-09-04T01:39:45.625412+00:00,2026-09-04T01:56:21.043796+00:00,2.1.260 (Claude Code),83dcf6a8cf3b1fb3cc61f6ddde96ff4fb67b95cc5e9f702753248d4d543c216c
fable,medium,legacy-schedcore-binary-parity,legacy-schedcore-binary-parity-d0965306,90.6454,92.0161,100.00,86.50,90.00,77.7056,76.0417,82.1429,75.0000,66.6667,83.3333,78.5714,77.0833,70.8333,83.3333,85.7143,False,1602.413,2546571,6.938401,6.938401,2026-09-04T01:13:03.063159+00:00,2026-09-04T01:39:45.485114+00:00,2.1.260 (Claude Code),1e8de3c4b23caced25657bfcd83afb26299652a8df3c46a7a161b02943547f75
fable,medium,legacy-settlecore-binary-parity,legacy-settlecore-binary-parity-0c29c6d3,81.9179,83.2325,80.00,81.02,100.00,80.3977,81.2500,78.1250,79.1667,79.1667,79.1667,87.5000,83.3333,87.5000,79.1667,68.7500,False,1196.774,2114794,6.355323,6.355323,2026-09-03T16:31:12.669560+00:00,2026-09-03T16:51:09.452086+00:00,2.1.259 (Claude Code),57e4256c4d6a80d45e0cf1ad702484120a90ab9db602e745ef989e3bd31a4970
fable,medium,legacy-snapcore-binary-parity,legacy-snapcore-binary-parity-cfdb8fec,92.7452,94.1131,100.00,84.87,100.00,81.9129,83.3333,78.1250,81.2500,83.3333,79.1667,75.0000,85.4167,87.5000,83.3333,81.2500,False,897.466,1779229,3.688750,3.688750,2026-09-03T22:54:31.965034+00:00,2026-09-03T23:09:29.440046+00:00,2.1.259 (Claude Code),72e2ec77c5b60ef621507be9b037a6b92f04e55dbcdbac3d6f9510da3eda8d77
fable,medium,legacy-stampcore-binary-parity,legacy-stampcore-binary-parity-0904b83c,92.1365,93.8200,100.00,90.64,95.00,79.8701,84.3750,67.8571,87.5000,87.5000,87.5000,64.2857,81.2500,83.3333,79.1667,71.4286,True,868.527,1484614,3.445151,3.445151,2026-09-04T03:05:35.335035+00:00,2026-09-04T03:20:03.868262+00:00,2.1.260 (Claude Code),c39ad15ff1da6d280b90df4b369d63e4ba6cabe58c060e318b67d2de42a8b40a
fable,medium,legacy-tallycore-binary-parity,legacy-tallycore-binary-parity-f7f71191,91.5413,93.3490,100.00,84.52,100.00,78.3550,72.9167,92.8571,66.6667,58.3333,75.0000,85.7143,79.1667,79.1667,79.1667,100.0000,False,2103.223,6126142,11.355339,11.355339,2026-09-04T02:06:52.355227+00:00,2026-09-04T02:41:55.587481+00:00,2.1.260 (Claude Code),35a28ca9c4416ea254d8c280047dc54cbff7e26a207469ac701486d4dda3c1ae
fable,medium,legacy-vaultcore-binary-parity,legacy-vaultcore-binary-parity-e86cdae0,89.9813,89.0235,100.00,90.20,60.00,82.4675,81.2500,85.7143,83.3333,79.1667,87.5000,100.0000,79.1667,83.3333,75.0000,71.4286,False,728.888,766689,2.728971,2.728971,2026-09-03T23:09:29.590096+00:00,2026-09-03T23:21:38.485546+00:00,2.1.259 (Claude Code),502ebbbb8ebe337b2ac9ca0cccc4abac4332582254cb8a83845aaec1076cd0af
fable,high,legacy-blendcore-binary-parity,legacy-blendcore-binary-parity-dd79ab00,93.0885,94.2483,100.00,84.13,100.00,83.1439,88.5417,68.7500,91.6667,91.6667,91.6667,68.7500,85.4167,83.3333,87.5000,68.7500,False,697.556,662060,3.096496,3.096496,2026-09-04T14:55:16.115041+00:00,2026-09-04T15:06:53.677002+00:00,2.1.260 (Claude Code),93c849c87831149e7db776e17c33d261b9fa57049b3dd93774eeabf7d3ee5bd1
fable,high,legacy-cellarcore-binary-parity,legacy-cellarcore-binary-parity-28505d33,83.5766,86.2755,92.86,75.99,100.00,67.2348,63.5417,77.0833,62.5000,50.0000,75.0000,79.1667,64.5833,62.5000,66.6667,75.0000,False,1573.21,2436974,8.712068,8.712068,2026-09-04T21:01:33.214244+00:00,2026-09-04T21:27:46.433157+00:00,2.1.260 (Claude Code),bf2b60b4f30048d0fbd9ccfb3ade160d0d7bcb79c0b7152ff51725396d48d1c8
fable,high,legacy-codeccore-binary-parity,legacy-codeccore-binary-parity-f90dddaa,94.5231,95.0419,100.00,83.36,100.00,87.6894,85.4167,93.7500,81.2500,83.3333,79.1667,87.5000,89.5833,87.5000,91.6667,100.0000,False,796.892,2053173,5.365810,5.365810,2026-09-04T11:34:51.989888+00:00,2026-09-04T11:48:08.890579+00:00,2.1.260 (Claude Code),cbaa7a71952ed5fc36aa9d42a6e2690e4816a9585c09666bf4d150e378badce5
fable,high,legacy-depotcore-binary-parity,legacy-depotcore-binary-parity-fa820731,82.6900,83.0003,100.00,78.91,55.00,64.5688,72.9167,42.3077,72.9167,75.0000,70.8333,23.0769,72.9167,75.0000,70.8333,61.5385,False,2447.066,8164786,16.533587,16.533587,2026-09-04T18:23:06.493798+00:00,2026-09-04T19:03:53.573229+00:00,2.1.260 (Claude Code),ba6f1fcbe9d5f301a0ffb6eeef2721a617aeab38cfe1ae12df3c559a31d8dc0e
fable,high,legacy-freightcore-binary-parity,legacy-freightcore-binary-parity-afddac06,94.3092,94.8817,100.00,83.05,100.00,87.1212,84.3750,94.4444,85.4167,87.5000,83.3333,100.0000,83.3333,79.1667,87.5000,88.8889,False,305.348,403806,1.890188,1.890188,2026-09-04T11:29:46.502990+00:00,2026-09-04T11:34:51.855640+00:00,2.1.260 (Claude Code),b7c92dd4ba66910d190922c90901458b570c505b719f61dbbc896f4b27f593cb
fable,high,legacy-granarycore-binary-parity,legacy-granarycore-binary-parity-d6236695,89.3490,90.5401,100.00,69.49,100.00,75.5828,72.9167,82.6923,72.9167,70.8333,75.0000,84.6154,72.9167,75.0000,70.8333,80.7692,False,3549.256,8036432,18.079101,18.079101,2026-09-04T17:23:57.078014+00:00,2026-09-04T18:23:06.351743+00:00,2.1.260 (Claude Code),c6b368611454133f5142965834201c60bf3335dbc37afa29aecdd169660547d6
fable,high,legacy-hedgecore-binary-parity,legacy-hedgecore-binary-parity-b68fbea8,90.2053,87.6032,100.00,84.40,50.00,87.2159,90.6250,78.1250,91.6667,91.6667,91.6667,68.7500,89.5833,91.6667,87.5000,87.5000,False,1510.308,2627937,8.083369,8.083369,2026-09-04T13:09:44.707296+00:00,2026-09-04T13:34:55.022805+00:00,2.1.260 (Claude Code),171a8bdb2e43692fb53f2a94b3dbc39785a381069a3accb77e04adc423a75c70
fable,high,legacy-lodgecore-binary-parity,legacy-lodgecore-binary-parity-9a6ad86c,85.7936,87.0075,91.67,87.16,85.00,76.7424,80.2083,67.5000,79.1667,79.1667,79.1667,65.0000,81.2500,79.1667,83.3333,70.0000,True,7059.332,40378924,40.247532,40.247532,2026-09-04T19:03:53.708854+00:00,2026-09-04T21:01:33.065071+00:00,2.1.260 (Claude Code),ba5ac3b6372bd0c13562e642f3b392cb124500473041092bbf3618db0102abd2
fable,high,legacy-matchcore-order-book-parity,legacy-matchcore-order-book-parity-f30f4f04,93.0627,93.8407,100.00,80.15,100.00,84.0909,86.4583,77.7778,87.5000,87.5000,87.5000,77.7778,85.4167,87.5000,83.3333,77.7778,False,521.254,849677,4.058444,4.058444,2026-09-04T10:47:58.395444+00:00,2026-09-04T10:56:39.654594+00:00,2.1.260 (Claude Code),227dc6c0080efc2cb9dca7183bd082b1492ddd654a8960cbb48c90a7ea78d1bc
fable,high,legacy-metercore-binary-parity,legacy-metercore-binary-parity-121ec3b6,93.8060,94.7540,100.00,84.85,100.00,85.1326,85.4167,84.3750,85.4167,87.5000,83.3333,93.7500,85.4167,83.3333,87.5000,75.0000,False,607.503,801497,3.580058,3.580058,2026-09-04T11:19:38.871760+00:00,2026-09-04T11:29:46.380464+00:00,2.1.260 (Claude Code),354c82b349575aafa54e61aa67171c16e64b76bbb938276c1eafbdd2f3ad8f31
fable,high,legacy-pacecore-binary-parity,legacy-pacecore-binary-parity-31f5f8e6,93.5533,94.4581,100.00,83.40,100.00,84.7403,84.3750,85.7143,85.4167,79.1667,91.6667,78.5714,83.3333,83.3333,83.3333,92.8571,False,1505.873,2497339,8.177919,8.177919,2026-09-04T14:30:10.111714+00:00,2026-09-04T14:55:15.991859+00:00,2.1.260 (Claude Code),b1eef8f7163c5e20aac2b632662619ce5ce4e59e729e620de075741e7f4a6865
